"author","authorIsChannelOwner","channelId","channelName","channelUrl","channelUsername","cid","comment","comments","commentsCount","commentsTurnedOff","date","descriptionLinks/0/text","descriptionLinks/0/url","descriptionLinks/1/text","descriptionLinks/1/url","descriptionLinks/2/text","descriptionLinks/2/url","descriptionLinks/3/text","descriptionLinks/3/url","descriptionLinks/4/text","descriptionLinks/4/url","descriptionLinks/5/text","descriptionLinks/5/url","descriptionLinks/6/text","descriptionLinks/6/url","descriptionLinks/7/text","descriptionLinks/7/url","descriptionLinks/8/text","descriptionLinks/8/url","descriptionLinks/9/text","descriptionLinks/9/url","descriptionLinks/10/text","descriptionLinks/10/url","duration","hasCreatorHeart","hashtags/0","id","input","isMonetized","likes","location","numberOfSubscribers","pageUrl","publishedTimeText","replyCount","replyToCid","subtitles","text","thumbnailUrl","title","type","url","videoId","viewCount","voteCount"
"@polassalop","false",,,,,"UgyZ68zxafNYZ1-HWpV4AaABAg","JBL was better",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","2 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@GWD_1","false",,,,,"UgzovLYRBis73qnEO694AaABAg","Tronsmart is the best",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","1",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@marvintamale1619","false",,,,,"UgxOheytM8677l-vd514AaABAg","Just buy a JBL FLIP 6,thank me later",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@VishalSingh-wi6vz","false",,,,,"UgztOQZZIKKhidt760Z4AaABAg","beats hits different",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@markwexy1621","false",,,,,"UgzXb7-CWMr1OtvAeRZ4AaABAg","Sorry Danny Pops, you half-assed your review again. We learn absolutely nothing based on a single song comparison. At least you mentioned that results vary for different songs. But it's no excuse for not sampling multiple songs from multiple genres over the course of hours and hours to give us an authentic and true sense of their capabilities. Additionally, you need to fiddle with each speaker's EQs for those that have app support. Of course you don't want to do all that, because that takes time and effort. And you'd rather take the easy route and spit out a useless video because of laziness. Harsh but true. Don't bother with a reply, because whatever excuse you have, will be a lame defense.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","3",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@qinmin119","false",,,,,"UgzYCBoekvwDBv7Me1h4AaABAg","Tribit really sucks",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","2",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"1"
"@limbuna","false",,,,,"UgwbgQwgtoIPbk5EoTN4AaABAg","jbl",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","1 month ago","0",,,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","comment",,"mDHNMQBj0nE",,"0"
"@DannyPops","true",,,,,"Ugy6bXROO-x0Xg57g1N4AaABAg.ABa1nACNqgoABa3lKG3-I6","it takes a loooong time for these videos to pay off.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugy6bXROO-x0Xg57g1N4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@RJ_Numen","false",,,,,"Ugy6bXROO-x0Xg57g1N4AaABAg.ABa1nACNqgoABa45C6yg4j","@ that makes sense, gotta wait for interested buyers to watch or fellow audiophiles.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugy6bXROO-x0Xg57g1N4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@DannyPops","true",,,,,"Ugy6bXROO-x0Xg57g1N4AaABAg.ABa1nACNqgoABa5gpzooPQ","@RJ-Numen  yeah I mean I buy speaker for 120, make video burns a whole day, then maybe 6 months down the road the video makes 200",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","Ugy6bXROO-x0Xg57g1N4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@SigmaMastersOfMind","false",,,,,"UgzovLYRBis73qnEO694AaABAg.AB5RVR6vF7eAB6sdBvAp6F","I compared Tronsmart T6 max which retails at around 80-90$ with Prestigio Superior, a speaker no longer in production,which was priced at like 30-40$ and looks just like the Tronsmart. The sound was literally almost 2 times better using the deep bass preset, at literally less than half the price. Idk about the other Tronsmart speakers, but they seem too expensive for what they offer.",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgzovLYRBis73qnEO694AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@jayden_2_savage635","false",,,,,"UgzXb7-CWMr1OtvAeRZ4AaABAg.AB6aDF9zDMQABAZEUBGrTa","So many people like Danny and his reviews but hey you can’t satisfy anybody🤷🏾‍♂️",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgzXb7-CWMr1OtvAeRZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@wed265","false",,,,,"UgzXb7-CWMr1OtvAeRZ4AaABAg.AB6aDF9zDMQAC1xI1ZAh4W","Danny sorry for this guy's reply to you there's no way he could ever be satisfied. Keep doing what you're doing and don't listen to these knuckle brains",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgzXb7-CWMr1OtvAeRZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@JBAmex","false",,,,,"UgzXb7-CWMr1OtvAeRZ4AaABAg.AB6aDF9zDMQAC8HeCET3AY","You stilly silly boy",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","3 months ago","0","UgzXb7-CWMr1OtvAeRZ4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"0"
"@DannyPops","true",,,,,"UgzYCBoekvwDBv7Me1h4AaABAg.AB5-z225fZiAB524yx5hZb","It sounded great in person but on the recording I agree it didn't sound as good",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgzYCBoekvwDBv7Me1h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"3"
"@masterjb1015","false",,,,,"UgzYCBoekvwDBv7Me1h4AaABAg.AB5-z225fZiAB5vI-m9gUW","well it is a 360 speaker, doesn't sound good as in actual",,"204",,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,,,,,"https://www.youtube.com/watch?v=mDHNMQBj0nE&t=18s","4 months ago","0","UgzYCBoekvwDBv7Me1h4AaABAg",,,,"Smaller brands catching up?? I try 9 of the BEST SMALL bluetooth speakers","reply",,"mDHNMQBj0nE",,"1"
