Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
mini speakers portable,7,7,90,33,0.57,https://tribit.com/collections/speakers,0,0,0.00,1,77700000,"[42,33,33,42,42,42,52,42,33,42,52,52]",2025-03-02,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, Explore brands, People also search",commercial,Explore brands
loud sound speaker,70,70,40,40,0.57,https://tribit.com/products/xsound-go-bluetooth-speaker-with-16w-loud-sound-8f1-rich-bass-24h-playtime-lpx7-waterproof-wireless-stereopairing-usb-c-portable-wireless-speaker-for-home-outdoors-travel,0,0,0.00,0.81,742000000,"[18,18,18,18,18,18,18,100,100,18,18,18]",2025-03-09,"Image pack, Reviews, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
bluetooth speaker base,93,0,50,30,0.47,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,0,0,0.00,1,42600000,"[18,18,18,63,63,63,45,45,63,45,100,45]",2025-03-29,"Image pack, Sitelinks, Reviews, Video, Image, Shopping ads, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
tribit stormbox 2,11,11,260,47,0.47,https://tribit.com/products/tribit-stormbox-micro-2-portable-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,13,13,260,47,0.47,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
tribit stormbox 2,13,13,260,47,0.47,https://tribit.com/products/tribit-stormbox-2-portable-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Image pack
tribit stormbox 2,14,14,260,47,0.47,https://tribit.com/collections/stormbox,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,34,34,260,47,0.47,https://tribit.com/collections/stormbox-1,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,45,45,260,47,0.47,https://tribit.com/blogs/news/tribit-new-release-stormbox-2,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,62,62,260,47,0.47,https://tribit.com/,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,70,70,260,47,0.47,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,79,79,260,47,0.47,https://tribit.com/products/tribit-stormbox-portable-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,87,87,260,47,0.47,https://tribit.com/products/tribit-stormbox-flow-portable-speaker,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit stormbox 2,96,96,260,47,0.47,https://tribit.com/blogs/comparison/tribit-stormbox-vs-tribitstormbox-2,0,0,0.00,1,760000,"[2,2,2,12,100,66,36,36,44,44,54,29]",2025-03-15,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
flow speakers,14,14,30,9,0.00,https://tribit.com/products/tribit-stormbox-flow-portable-speaker,0,0,0.00,0.11,90900000,"[45,45,45,18,18,18,18,18,18,18,18,18]",2025-03-10,"Image pack, Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches",informational,Organic
shop small portable speaker,91,0,450000,51,0.63,https://tribit.com/,0,0,0.00,1,40700000,"[55,67,67,82,67,82,67,45,0,0,0,0]",2025-03-29,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tiktok translation earbuds,80,80,30,22,0.52,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,1850000,"[0,0,0,0,0,0,0,0,5,100,64,0]",2025-03-25,"Video, Shopping ads, People also ask, Popular products, Related searches",transactional,Organic
speakers bluetooth small,88,88,140,64,0.60,https://tribit.com/collections/speakers,0,0,0.00,1,124000000,"[1,1,1,1,1,0,0,0,0,0,100,0]",2025-03-06,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands, People also search","informational, transactional",Organic
boom box bluetooth speaker,61,61,140,26,0.57,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,46100000,"[9,15,15,81,19,15,12,12,9,19,19,12]",2025-03-26,"Sitelinks, Reviews, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,1,1,40,36,0.13,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",People also ask
tribit xsound go bluetooth speakers,3,3,40,36,0.13,https://tribit.com/collections/xsound,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,9,9,40,36,0.13,https://tribit.com/collections/xsound-go,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,16,16,40,36,0.13,https://tribit.com/collections/speakers,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,32,32,40,36,0.13,https://tribit.com/,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,51,51,40,36,0.13,https://tribit.com/products/xsound-go-bluetooth-speaker-with-16w-loud-sound-8f1-rich-bass-24h-playtime-lpx7-waterproof-wireless-stereopairing-usb-c-portable-wireless-speaker-for-home-outdoors-travel,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,89,89,40,36,0.13,https://tribit.com/products/tribit-xsound-plus-2-portable-bluetooth-speaker,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,93,93,40,36,0.13,https://tribit.com/collections/newest-products,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
tribit xsound go bluetooth speakers,96,96,40,36,0.13,https://tribit.com/products/tribit-xsound-mega-portable-wireless-speaker,0,0,0.00,0.98,96800,"[4,4,4,4,4,4,4,4,4,22,22,4]",2025-03-27,"Knowledge panel, Image pack, Sitelinks, Reviews, Video, Image, People also ask, Related products, Related searches, Short videos, Discussions and forums, People also search","informational, transactional",Organic
beats audio official website,40,40,70,77,0.60,https://tribit.com/,0,0,0.00,0.77,83000000,"[12,21,15,15,3,15,15,12,28,100,6,3]",2025-03-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, People also search","commercial, navigational",Organic
dy28 plus,22,22,30,14,0.00,https://tribit.com/products/tribit-xsound-plus-2-portable-bluetooth-speaker,0,0,0.00,0.28,41,"[1,1,1,1,1,1,1,1,1,1,8,1]",2025-03-25,"Image pack, Video, People also ask, Popular products, Related searches",commercial,Organic
mini portable speaker for iphone,56,0,40,42,0.40,https://tribit.com/products/tribit-stormbox-micro-2-portable-speaker,0,0,0.00,0.98,36200000,"[18,18,18,27,9,18,100,27,45,45,63,18]",2025-03-30,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search",commercial,Organic
tribit flybuds 3,10,10,390,33,0.26,https://tribit.com/collections/earbuds,0,0,0.00,1,71,"[25,25,16,20,20,31,20,16,31,25,16,16]",2025-03-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,Organic
tribit flybuds 3,11,11,390,33,0.26,https://tribit.com/collections/flybuds-3,0,0,0.00,1,71,"[25,25,16,20,20,31,20,16,31,25,16,16]",2025-03-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,Organic
tribit flybuds 3,12,12,390,33,0.26,https://tribit.com/collections/flybuds,0,0,0.00,1,71,"[25,25,16,20,20,31,20,16,31,25,16,16]",2025-03-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,Organic
tribit flybuds 3,36,36,390,33,0.26,https://tribit.com/products/tribit-flybuds-c1-true-wireless-earbuds,0,0,0.00,1,71,"[25,25,16,20,20,31,20,16,31,25,16,16]",2025-03-16,"Knowledge panel, Sitelinks, Reviews, Video, People also ask, Related products, Related searches, People also search",informational,Organic
tribit storm box,2,2,40,37,0.38,https://tribit.com/products/tribit-xsound-go-bluetooth-speakers,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",People also ask
tribit storm box,3,3,40,37,0.38,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,16,16,40,37,0.38,https://tribit.com/products/stormbox-mini-portable-bluetooth-speaker,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,18,18,40,37,0.38,https://tribit.com/,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,23,23,40,37,0.38,https://tribit.com/products/tribit-stormbox-blast-portable-bluetooth-speaker,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Image pack
tribit storm box,23,23,40,37,0.38,https://tribit.com/products/tribit-stormbox-blast-2-portable-bluetooth-speaker,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Image pack
tribit storm box,36,36,40,37,0.38,https://tribit.com/collections/stormbox-2,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,46,46,40,37,0.38,https://tribit.com/collections/stormbox-1,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,55,55,40,37,0.38,https://tribit.com/collections/stormbox-pro,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,65,65,40,37,0.38,https://tribit.com/collections/stormbox-micro,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
tribit storm box,74,74,40,37,0.38,https://tribit.com/collections/stormbox-flow,0,0,0.00,1,867000,"[0,0,6,18,6,6,3,6,0,3,28,6]",2025-03-25,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Short videos, Discussions and forums, People also search","navigational, transactional",Organic
small waterproof bluetooth speaker,52,52,110,44,0.46,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,91,"[42,52,42,66,100,80,66,52,33,66,66,33]",2025-03-28,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, People also search","informational, transactional",Organic
bluetooth speakers wholesale,77,77,30,3,1.08,https://tribit.com/products/tribit-stormbox-lava-portable-bluetooth-speaker,0,0,0.00,1,12100000,"[5,0,17,5,5,23,5,11,29,100,17,11]",2025-03-25,"Image pack, Reviews, Video, Image, Popular products, Related searches",commercial,Organic
